Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Condition_Drizzle,Condition_Fair,Condition_Foggy,Condition_Mixed,Condition_Mostly Cloudy,Condition_Partly Cloudy,Condition_Rain Shower,Condition_Thunderstorms,Condition_Wintry
43,39,87,12,0,30.23,1,0,0,0,0,0,0,0,0
45,37,76,16,0,30.23,1,0,0,0,0,0,0,0,0
45,39,81,16,0,30.2,1,0,0,0,0,0,0,0,0
43,37,81,16,0,30.2,1,0,0,0,0,0,0,0,0
43,39,87,15,0,30.2,1,0,0,0,0,0,0,0,0
43,39,87,18,0,30.2,1,0,0,0,0,0,0,0,0
43,37,81,17,0,30.23,1,0,0,0,0,0,0,0,0
43,39,87,14,0,30.23,1,0,0,0,0,0,0,0,0
43,39,87,14,0,30.23,1,0,0,0,0,0,0,0,0
43,39,87,12,0,30.23,1,0,0,0,0,0,0,0,0
43,39,87,16,0,30.23,1,0,0,0,0,0,0,0,0
43,39,87,18,0,30.23,1,0,0,0,0,0,0,0,0
43,37,81,15,0,30.23,1,0,0,0,0,0,0,0,0
43,37,81,15,0,30.23,1,0,0,0,0,0,0,0,0
43,37,81,16,0,30.23,1,0,0,0,0,0,0,0,0
43,37,81,15,0,30.23,0,0,0,0,1,0,0,0,0
43,37,81,14,0,30.26,0,0,0,0,1,0,0,0,0
43,37,81,10,0,30.26,1,0,0,0,0,0,0,0,0
43,37,81,9,0,30.26,1,0,0,0,0,0,0,0,0
43,37,81,12,0,30.26,1,0,0,0,0,0,0,0,0
43,37,81,13,0,30.26,1,0,0,0,0,0,0,0,0
43,37,81,7,0,30.26,1,0,0,0,0,0,0,0,0
41,37,87,8,0,30.26,1,0,0,0,0,0,0,0,0
41,37,87,8,0,30.23,1,0,0,0,0,0,0,0,0
43,37,81,9,0,30.23,1,0,0,0,0,0,0,0,0
43,36,76,8,0,30.23,0,0,0,0,1,0,0,0,0
43,36,76,9,0,30.23,0,0,0,0,0,1,0,0,0
43,36,76,8,0,30.23,0,0,0,0,0,1,0,0,0
43,36,76,6,0,30.23,0,0,0,0,0,1,0,0,0
43,37,81,5,0,30.2,0,0,0,0,1,0,0,0,0
43,39,87,3,0,30.2,0,0,0,0,1,0,0,0,0
41,39,93,2,0,30.2,0,0,0,0,1,0,0,0,0
43,37,81,6,0,30.17,0,0,0,0,1,0,0,0,0
43,37,81,7,0,30.17,1,0,0,0,0,0,0,0,0
43,37,81,5,0,30.2,0,0,0,0,1,0,0,0,0
43,36,76,6,0,30.2,0,0,0,0,1,0,0,0,0
43,36,76,7,0,30.2,0,0,0,0,1,0,0,0,0
43,36,76,7,0,30.2,0,0,0,0,0,1,0,0,0
43,36,76,7,0,30.2,0,0,0,0,1,0,0,0,0
43,37,81,7,0,30.2,0,0,0,0,1,0,0,0,0
43,36,76,9,0,30.2,0,0,0,0,1,0,0,0,0
43,36,76,8,0,30.2,0,0,0,0,1,0,0,0,0
43,37,81,8,0,30.2,0,0,0,0,1,0,0,0,0
43,36,76,9,0,30.2,0,0,0,0,1,0,0,0,0
43,36,76,10,0,30.17,0,0,0,0,1,0,0,0,0
45,37,76,10,0,30.17,0,0,0,0,1,0,0,0,0
45,36,71,9,0,30.14,0,0,0,0,1,0,0,0,0
45,36,71,10,0,30.14,0,0,0,0,1,0,0,0,0
45,36,71,12,0,30.14,0,0,0,0,1,0,0,0,0
45,36,71,14,0,30.11,0,0,0,0,1,0,0,0,0
45,36,71,14,0,30.11,0,0,0,0,1,0,0,0,0
45,36,71,14,0,30.11,0,0,0,0,1,0,0,0,0
46,34,62,10,0,30.11,0,0,0,0,1,0,0,0,0
46,34,62,12,0,30.11,0,0,0,0,1,0,0,0,0
45,34,66,10,0,30.11,0,0,0,0,1,0,0,0,0
45,34,66,10,0,30.08,0,0,0,0,1,0,0,0,0
43,34,70,12,0,30.08,0,0,0,0,1,0,0,0,0
43,34,70,10,0,30.08,0,0,0,0,1,0,0,0,0
43,34,70,10,0,30.08,0,1,0,0,0,0,0,0,0
43,34,70,9,0,30.08,0,1,0,0,0,0,0,0,0
43,34,70,9,0,30.08,0,1,0,0,0,0,0,0,0
41,34,76,6,0,30.08,0,1,0,0,0,0,0,0,0
41,34,76,8,0,30.08,0,1,0,0,0,0,0,0,0
41,34,76,7,0,30.08,0,1,0,0,0,0,0,0,0
41,34,76,7,0,30.05,0,1,0,0,0,0,0,0,0
41,36,81,8,0,30.05,0,1,0,0,0,0,0,0,0
39,34,81,7,0,30.05,0,1,0,0,0,0,0,0,0
39,36,87,6,0,30.05,0,1,0,0,0,0,0,0,0
41,36,81,6,0,30.05,0,1,0,0,0,0,0,0,0
41,36,81,6,0,30.05,0,1,0,0,0,0,0,0,0
41,36,81,3,0,30.02,0,1,0,0,0,0,0,0,0
41,36,81,5,0,30.02,0,1,0,0,0,0,0,0,0
43,36,76,2,0,30.02,0,1,0,0,0,0,0,0,0
41,36,81,1,0,30.02,0,1,0,0,0,0,0,0,0
43,36,76,5,0,29.99,0,1,0,0,0,0,0,0,0
43,30,61,6,0,29.99,0,1,0,0,0,0,0,0,0
43,32,66,6,0,29.99,0,1,0,0,0,0,0,0,0
43,32,66,5,0,29.99,0,1,0,0,0,0,0,0,0
43,34,70,5,0,29.97,0,1,0,0,0,0,0,0,0
45,34,66,6,0,29.97,0,1,0,0,0,0,0,0,0
45,36,71,6,0,29.97,0,1,0,0,0,0,0,0,0
45,32,61,7,0,29.97,0,1,0,0,0,0,0,0,0
45,32,61,7,0,29.97,0,1,0,0,0,0,0,0,0
45,32,61,9,0,29.97,0,1,0,0,0,0,0,0,0
45,32,61,7,0,29.97,0,1,0,0,0,0,0,0,0
45,28,53,9,0,29.97,0,1,0,0,0,0,0,0,0
45,28,53,7,0,29.97,0,1,0,0,0,0,0,0,0
45,27,49,8,0,29.97,0,1,0,0,0,0,0,0,0
46,27,46,6,0,29.97,0,1,0,0,0,0,0,0,0
46,32,57,8,0,29.97,0,1,0,0,0,0,0,0,0
45,28,53,10,0,29.97,0,1,0,0,0,0,0,0,0
46,27,46,9,0,29.97,0,1,0,0,0,0,0,0,0
46,30,53,13,0,29.97,0,1,0,0,0,0,0,0,0
46,32,57,10,0,29.97,0,1,0,0,0,0,0,0,0
48,32,54,10,0,29.97,0,1,0,0,0,0,0,0,0
48,32,54,12,0,29.94,0,1,0,0,0,0,0,0,0
46,34,62,12,0,29.94,0,1,0,0,0,0,0,0,0
46,36,66,10,0,29.94,0,1,0,0,0,0,0,0,0
48,34,57,12,0,29.91,0,1,0,0,0,0,0,0,0
46,34,62,12,0,29.91,0,1,0,0,0,0,0,0,0
48,36,62,13,0,29.91,0,1,0,0,0,0,0,0,0
48,36,62,12,0,29.91,0,1,0,0,0,0,0,0,0
48,36,62,12,0,29.91,0,1,0,0,0,0,0,0,0
48,36,62,12,0,29.91,0,1,0,0,0,0,0,0,0
46,36,66,8,0,29.91,0,1,0,0,0,0,0,0,0
45,36,71,6,0,29.94,0,1,0,0,0,0,0,0,0
45,36,71,5,0,29.91,0,1,0,0,0,0,0,0,0
46,36,66,7,0,29.94,0,1,0,0,0,0,0,0,0
45,36,71,7,0,29.94,0,1,0,0,0,0,0,0,0
46,36,66,7,0,29.94,0,1,0,0,0,0,0,0,0
46,37,71,7,0,29.94,0,1,0,0,0,0,0,0,0
46,36,66,5,0,29.91,0,1,0,0,0,0,0,0,0
45,36,71,6,0,29.91,0,1,0,0,0,0,0,0,0
45,37,76,5,0,29.91,0,1,0,0,0,0,0,0,0
45,37,76,6,0,29.91,0,1,0,0,0,0,0,0,0
46,37,71,7,0,29.91,0,1,0,0,0,0,0,0,0
46,37,71,8,0,29.91,0,1,0,0,0,0,0,0,0
46,37,71,10,0,29.91,0,1,0,0,0,0,0,0,0
46,39,76,10,0,29.91,0,1,0,0,0,0,0,0,0
46,37,71,9,0,29.91,0,1,0,0,0,0,0,0,0
46,37,71,8,0,29.88,0,1,0,0,0,0,0,0,0
46,37,71,8,0,29.88,0,1,0,0,0,0,0,0,0
46,37,71,9,0,29.88,0,1,0,0,0,0,0,0,0
48,39,71,9,0,29.88,0,1,0,0,0,0,0,0,0
46,39,76,9,0,29.88,0,1,0,0,0,0,0,0,0
48,37,66,10,0,29.85,0,1,0,0,0,0,0,0,0
46,37,71,9,0,29.85,0,1,0,0,0,0,0,0,0
48,37,66,9,0,29.85,0,0,0,0,1,0,0,0,0
48,39,71,8,0,29.85,0,0,0,0,1,0,0,0,0
48,37,66,9,0,29.85,0,0,0,0,1,0,0,0,0
46,37,71,8,0,29.85,0,0,0,0,1,0,0,0,0
48,37,66,8,0,29.85,0,0,0,0,1,0,0,0,0
46,37,71,7,0,29.85,0,0,0,0,1,0,0,0,0
46,37,71,5,0,29.85,0,0,0,0,0,1,0,0,0
46,37,71,5,0,29.85,0,0,0,0,1,0,0,0,0
45,37,76,2,0,29.85,0,0,0,0,1,0,0,0,0
45,39,81,2,0,29.88,0,0,0,0,1,0,0,0,0
48,39,71,3,0,29.88,0,0,0,0,1,0,0,0,0
48,37,66,6,0,29.88,0,0,0,0,1,0,0,0,0
48,36,62,6,0,29.88,0,0,0,0,1,0,0,0,0
48,36,62,3,0,29.88,0,0,0,0,1,0,0,0,0
50,36,58,1,0,29.85,0,0,0,0,1,0,0,0,0
50,37,62,1,0,29.85,0,0,0,0,1,0,0,0,0
50,37,62,1,0,29.82,0,0,0,0,1,0,0,0,0
48,39,71,6,0,29.82,0,0,0,0,1,0,0,0,0
48,39,71,10,0,29.82,0,0,0,0,1,0,0,0,0
46,39,76,16,0,29.82,1,0,0,0,0,0,0,0,0
46,39,76,18,0,29.82,1,0,0,0,0,0,0,0,0
46,39,76,21,0,29.82,0,0,0,1,0,0,0,0,0
46,37,71,21,0,29.82,0,0,0,1,0,0,0,0,0
45,37,76,22,0,29.82,0,0,0,1,0,0,0,0,0
45,37,76,21,0,29.85,0,0,0,1,0,0,0,0,0
45,36,71,18,0,29.85,0,0,0,0,1,0,0,0,0
43,36,76,18,0,29.85,0,0,0,0,1,0,0,0,0
43,37,81,15,0,29.85,1,0,0,0,0,0,0,0,0
43,37,81,16,0,29.88,1,0,0,0,0,0,0,0,0
43,37,81,15,0,29.88,1,0,0,0,0,0,0,0,0
43,37,81,12,0,29.88,1,0,0,0,0,0,0,0,0
43,37,81,13,0,29.88,1,0,0,0,0,0,0,0,0
43,37,81,15,0,29.88,1,0,0,0,0,0,0,0,0
43,39,87,13,0,29.88,1,0,0,0,0,0,0,0,0
43,39,87,13,0,29.88,1,0,0,0,0,0,0,0,0
43,39,87,15,0,29.88,1,0,0,0,0,0,0,0,0
43,39,87,12,0,29.88,1,0,0,0,0,0,0,0,0
43,39,87,13,0,29.88,1,0,0,0,0,0,0,0,0
45,41,87,13,0,29.88,1,0,0,0,0,0,0,0,0
45,41,87,15,0,29.88,1,0,0,0,0,0,0,0,0
43,41,93,18,0,29.88,1,0,0,0,0,0,0,0,0
43,41,93,16,0,29.88,0,0,0,0,0,0,1,0,0
43,41,93,18,0,29.88,0,0,0,0,0,0,1,0,0
43,39,87,17,0,29.88,0,0,0,0,0,0,1,0,0
43,39,87,20,0,29.88,0,0,0,0,0,0,1,0,0
43,41,93,21,37,29.85,0,0,0,0,0,0,1,0,0
43,41,93,20,0,29.88,0,0,0,0,0,0,1,0,0
45,41,87,24,0,29.85,0,0,0,0,0,0,1,0,0
43,39,87,23,0,29.85,0,0,0,0,0,0,1,0,0
43,39,87,24,0,29.85,0,0,0,0,0,0,1,0,0
45,41,87,23,36,29.82,0,0,0,0,0,0,1,0,0
43,41,93,23,36,29.82,0,0,0,0,0,0,1,0,0
43,41,93,24,36,29.82,0,0,0,0,0,0,1,0,0
43,41,93,25,0,29.82,0,0,0,0,0,0,1,0,0
45,39,81,28,0,29.82,0,0,0,0,0,0,1,0,0
45,41,87,23,0,29.85,0,0,0,0,0,0,1,0,0
45,41,87,26,40,29.85,0,0,0,0,0,0,1,0,0
45,41,87,28,41,29.85,0,0,0,0,0,0,1,0,0
45,41,87,26,38,29.85,0,0,0,0,0,0,1,0,0
45,41,87,23,36,29.85,0,0,0,0,0,0,1,0,0
45,41,87,25,41,29.85,0,0,0,0,0,0,1,0,0
46,41,81,23,37,29.85,0,0,0,0,0,0,1,0,0
45,41,87,25,38,29.82,0,0,0,0,0,0,1,0,0
45,41,87,23,37,29.82,0,0,0,0,0,0,1,0,0
45,41,87,22,37,29.79,0,0,0,0,0,0,1,0,0
45,41,87,25,40,29.79,0,0,0,0,0,0,1,0,0
45,39,81,23,36,29.79,0,0,0,0,0,0,1,0,0
45,41,87,28,39,29.79,0,0,0,0,0,0,1,0,0
45,41,87,25,39,29.79,0,0,0,0,0,0,1,0,0
45,41,87,28,41,29.79,0,0,0,0,0,0,1,0,0
45,41,87,29,45,29.79,0,0,0,0,0,0,1,0,0
45,41,87,31,48,29.79,0,0,0,0,0,0,1,0,0
45,41,87,31,52,29.79,0,0,0,0,0,0,1,0,0
45,39,81,30,43,29.79,0,0,0,0,0,0,1,0,0
45,39,81,30,51,29.82,0,0,0,0,0,0,1,0,0
45,39,81,32,45,29.82,1,0,0,0,0,0,0,0,0
45,39,81,28,40,29.82,1,0,0,0,0,0,0,0,0
45,39,81,30,46,29.85,1,0,0,0,0,0,0,0,0
43,39,87,32,45,29.82,1,0,0,0,0,0,0,0,0
45,39,81,32,0,29.82,1,0,0,0,0,0,0,0,0
45,39,81,30,47,29.82,1,0,0,0,0,0,0,0,0
45,39,81,33,48,29.82,1,0,0,0,0,0,0,0,0
45,39,81,31,46,29.82,1,0,0,0,0,0,0,0,0
45,39,81,32,53,29.82,0,0,0,1,0,0,0,0,0
45,39,81,30,43,29.82,1,0,0,0,0,0,0,0,0
45,39,81,33,49,29.82,1,0,0,0,0,0,0,0,0
45,37,76,32,46,29.85,1,0,0,0,0,0,0,0,0
45,39,81,28,0,29.85,1,0,0,0,0,0,0,0,0
43,39,87,30,0,29.85,1,0,0,0,0,0,0,0,0
45,39,81,29,43,29.85,1,0,0,0,0,0,0,0,0
43,39,87,28,0,29.85,1,0,0,0,0,0,0,0,0
43,39,87,23,0,29.85,1,0,0,0,0,0,0,0,0
43,39,87,30,46,29.85,1,0,0,0,0,0,0,0,0
43,39,87,28,0,29.85,1,0,0,0,0,0,0,0,0
43,39,87,30,0,29.85,1,0,0,0,0,0,0,0,0
43,39,87,26,43,29.85,1,0,0,0,0,0,0,0,0
43,39,87,29,43,29.85,1,0,0,0,0,0,0,0,0
43,39,87,30,45,29.85,1,0,0,0,0,0,0,0,0
43,39,87,30,43,29.85,1,0,0,0,0,0,0,0,0
43,39,87,30,44,29.85,1,0,0,0,0,0,0,0,0
43,37,81,30,44,29.85,1,0,0,0,0,0,0,0,0
43,39,87,30,0,29.88,1,0,0,0,0,0,0,0,0
43,39,87,30,43,29.88,1,0,0,0,0,0,0,0,0
43,39,87,28,39,29.88,1,0,0,0,0,0,0,0,0
41,39,93,35,51,29.88,1,0,0,0,0,0,0,0,0
43,39,87,28,39,29.91,1,0,0,0,0,0,0,0,0
43,39,87,32,0,29.91,1,0,0,0,0,0,0,0,0
43,39,87,29,0,29.91,0,0,0,0,0,0,1,0,0
43,39,87,35,47,29.91,0,0,0,0,0,0,1,0,0
41,37,87,32,0,29.94,0,0,0,0,0,0,1,0,0
41,39,93,32,45,29.94,1,0,0,0,0,0,0,0,0
41,37,87,30,41,29.94,1,0,0,0,0,0,0,0,0
41,37,87,33,48,29.94,1,0,0,0,0,0,0,0,0
41,39,93,29,40,29.94,1,0,0,0,0,0,0,0,0
41,37,87,28,0,29.94,1,0,0,0,0,0,0,0,0
41,39,93,29,0,29.94,1,0,0,0,0,0,0,0,0
41,37,87,32,44,29.94,1,0,0,0,0,0,0,0,0
41,37,87,31,0,29.94,1,0,0,0,0,0,0,0,0
41,37,87,35,46,29.94,1,0,0,0,0,0,0,0,0
41,37,87,35,47,29.94,1,0,0,0,0,0,0,0,0
41,37,87,31,0,29.97,0,0,0,0,0,0,1,0,0
41,37,87,35,47,29.97,0,0,0,0,0,0,1,0,0
41,37,87,28,0,29.97,0,0,0,0,0,0,1,0,0
41,37,87,31,44,29.99,1,0,0,0,0,0,0,0,0
41,37,87,31,43,29.99,1,0,0,0,0,0,0,0,0
41,36,81,30,41,30.02,1,0,0,0,0,0,0,0,0
41,37,87,28,0,30.02,1,0,0,0,0,0,0,0,0
39,36,87,29,46,30.02,1,0,0,0,0,0,0,0,0
41,36,81,28,0,30.02,1,0,0,0,0,0,0,0,0
41,37,87,26,0,30.05,1,0,0,0,0,0,0,0,0
41,36,81,28,0,30.05,1,0,0,0,0,0,0,0,0
41,36,81,26,0,30.05,1,0,0,0,0,0,0,0,0
41,36,81,26,43,30.05,1,0,0,0,0,0,0,0,0
41,36,81,23,0,30.05,1,0,0,0,0,0,0,0,0
41,36,81,23,35,30.05,1,0,0,0,0,0,0,0,0
41,36,81,23,0,30.08,1,0,0,0,0,0,0,0,0
41,36,81,25,0,30.05,1,0,0,0,0,0,0,0,0
41,36,81,24,0,30.05,1,0,0,0,0,0,0,0,0
41,36,81,23,0,30.08,1,0,0,0,0,0,0,0,0
41,36,81,21,0,30.08,1,0,0,0,0,0,0,0,0
41,36,81,23,0,30.11,1,0,0,0,0,0,0,0,0
41,36,81,22,0,30.11,1,0,0,0,0,0,0,0,0
41,36,81,18,0,30.11,1,0,0,0,0,0,0,0,0
41,37,87,22,0,30.11,1,0,0,0,0,0,0,0,0
41,37,87,21,0,30.11,1,0,0,0,0,0,0,0,0
41,37,87,21,0,30.11,1,0,0,0,0,0,0,0,0
41,37,87,20,0,30.11,1,0,0,0,0,0,0,0,0
39,37,93,21,0,30.11,1,0,0,0,0,0,0,0,0
41,37,87,21,0,30.11,1,0,0,0,0,0,0,0,0
41,36,81,18,0,30.14,1,0,0,0,0,0,0,0,0
41,37,87,20,0,30.14,1,0,0,0,0,0,0,0,0
39,36,87,24,0,30.14,1,0,0,0,0,0,0,0,0
39,37,93,23,0,30.14,1,0,0,0,0,0,0,0,0
41,36,81,22,0,30.17,1,0,0,0,0,0,0,0,0
41,36,81,20,0,30.17,1,0,0,0,0,0,0,0,0
41,37,87,21,0,30.17,0,0,0,1,0,0,0,0,0
41,36,81,21,0,30.2,0,0,0,1,0,0,0,0,0
41,36,81,22,0,30.2,0,0,0,1,0,0,0,0,0
41,36,81,23,37,30.2,1,0,0,0,0,0,0,0,0
41,36,81,20,0,30.2,1,0,0,0,0,0,0,0,0
41,36,81,22,0,30.2,1,0,0,0,0,0,0,0,0
41,36,81,23,0,30.17,0,0,0,1,0,0,0,0,0
41,36,81,24,0,30.17,0,0,0,1,0,0,0,0,0
41,36,81,22,0,30.2,0,0,0,1,0,0,0,0,0
41,34,76,24,0,30.2,0,0,0,1,0,0,0,0,0
41,36,81,18,0,30.2,0,0,0,0,1,0,0,0,0
41,36,81,17,0,30.2,0,0,0,0,1,0,0,0,0
41,36,81,20,0,30.2,0,0,0,0,1,0,0,0,0
41,36,81,16,0,30.23,0,0,0,0,1,0,0,0,0
39,34,81,16,0,30.23,0,0,0,0,1,0,0,0,0
39,36,87,17,0,30.23,0,0,0,0,1,0,0,0,0
37,34,87,17,0,30.23,1,0,0,0,0,0,0,0,0
39,34,81,12,0,30.23,1,0,0,0,0,0,0,0,0
39,36,87,18,0,30.23,1,0,0,0,0,0,0,0,0
39,36,87,14,0,30.23,1,0,0,0,0,0,0,0,0
39,34,81,16,0,30.26,1,0,0,0,0,0,0,0,0
37,34,87,20,0,30.23,1,0,0,0,0,0,0,0,0
37,34,87,17,0,30.23,1,0,0,0,0,0,0,0,0
37,34,87,12,0,30.26,0,0,0,0,1,0,0,0,0
39,34,81,13,0,30.26,1,0,0,0,0,0,0,0,0
39,34,81,15,0,30.26,1,0,0,0,0,0,0,0,0
39,36,87,17,0,30.23,1,0,0,0,0,0,0,0,0
37,34,87,17,0,30.23,1,0,0,0,0,0,0,0,0
39,34,81,15,0,30.23,1,0,0,0,0,0,0,0,0
39,34,81,13,0,30.23,1,0,0,0,0,0,0,0,0
39,34,81,14,0,30.23,0,0,0,0,1,0,0,0,0
39,34,81,9,0,30.26,0,0,0,0,1,0,0,0,0
39,32,75,10,0,30.23,0,0,0,0,1,0,0,0,0
39,34,81,14,0,30.23,0,0,0,0,1,0,0,0,0
39,34,81,12,0,30.23,0,0,0,0,1,0,0,0,0
41,32,70,10,0,30.23,0,0,0,0,1,0,0,0,0
39,34,81,6,0,30.23,0,0,0,0,1,0,0,0,0
39,34,81,9,0,30.23,0,0,0,0,1,0,0,0,0
39,36,87,8,0,30.23,1,0,0,0,0,0,0,0,0
39,34,81,15,0,30.23,1,0,0,0,0,0,0,0,0
39,34,81,14,0,30.23,0,0,0,0,1,0,0,0,0
39,34,81,12,0,30.23,0,0,0,0,1,0,0,0,0
39,34,81,12,0,30.23,0,0,0,0,1,0,0,0,0
39,34,81,14,0,30.23,0,0,0,0,1,0,0,0,0
41,34,76,12,0,30.23,0,0,0,0,1,0,0,0,0
41,34,76,15,0,30.23,0,0,0,0,1,0,0,0,0
41,34,76,16,0,30.23,0,0,0,0,1,0,0,0,0
41,36,81,16,0,30.23,0,0,0,0,1,0,0,0,0
41,36,81,14,0,30.23,1,0,0,0,0,0,0,0,0
41,36,81,9,0,30.23,1,0,0,0,0,0,0,0,0
41,36,81,3,0,30.26,1,0,0,0,0,0,0,0,0
41,37,87,12,0,30.26,1,0,0,0,0,0,0,0,0
43,36,76,13,0,30.26,0,0,0,0,1,0,0,0,0
43,37,81,7,0,30.26,0,0,0,0,1,0,0,0,0
43,36,76,8,0,30.23,0,0,0,0,1,0,0,0,0
43,36,76,12,0,30.23,0,0,0,0,1,0,0,0,0
43,36,76,12,0,30.23,0,0,0,0,1,0,0,0,0
43,37,81,10,0,30.2,0,0,0,0,1,0,0,0,0
43,37,81,10,0,30.2,0,0,0,0,1,0,0,0,0
45,36,71,15,0,30.2,0,0,0,0,1,0,0,0,0
43,36,76,14,0,30.2,0,0,0,0,1,0,0,0,0
45,36,71,13,0,30.2,0,0,0,0,1,0,0,0,0
45,34,66,16,0,30.2,0,0,0,0,0,1,0,0,0
43,34,70,16,0,30.2,0,0,0,0,0,1,0,0,0
43,34,70,3,0,30.2,0,0,0,0,0,1,0,0,0
43,34,70,6,0,30.2,0,0,0,0,0,1,0,0,0
41,34,76,9,0,30.2,0,1,0,0,0,0,0,0,0
41,34,76,7,0,30.23,0,1,0,0,0,0,0,0,0
43,34,70,10,0,30.2,0,0,0,0,0,1,0,0,0
